,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A
194,01/01/11,Sunderland,Blackburn,3.0,0.0,H,1.83,3.5,4.5
195,01/01/11,Tottenham,Fulham,1.0,0.0,H,1.4,4.5,8.5
196,01/01/11,West Brom,Man United,1.0,2.0,A,6.0,4.2,1.53
197,01/01/11,West Ham,Wolves,2.0,0.0,H,2.0,3.4,3.8
198,02/01/11,Chelsea,Aston Villa,3.0,3.0,D,1.25,5.5,13.0
199,02/01/11,Wigan,Newcastle,0.0,1.0,A,2.5,3.2,2.9
200,04/01/11,Blackpool,Birmingham,1.0,2.0,A,2.3,3.25,3.25
201,04/01/11,Fulham,West Brom,3.0,0.0,H,2.2,3.25,3.4
202,04/01/11,Man United,Stoke,2.0,1.0,H,1.25,5.75,12.0
203,05/01/11,Arsenal,Man City,0.0,0.0,D,1.91,3.6,4.0
204,05/01/11,Aston Villa,Sunderland,0.0,1.0,A,2.2,3.25,3.4
205,05/01/11,Blackburn,Liverpool,3.0,1.0,H,3.4,3.25,2.2
206,05/01/11,Bolton,Wigan,1.0,1.0,D,1.73,3.6,5.0
207,05/01/11,Everton,Tottenham,2.0,1.0,H,2.63,3.25,2.75
208,05/01/11,Newcastle,West Ham,5.0,0.0,H,1.83,3.6,4.33
209,05/01/11,Wolves,Chelsea,1.0,0.0,H,8.0,4.2,1.44
210,12/01/11,Blackpool,Liverpool,2.0,1.0,H,3.8,3.75,1.91
211,15/01/11,Chelsea,Blackburn,2.0,0.0,H,1.29,5.5,11.0
212,15/01/11,Man City,Wolves,4.0,3.0,H,1.33,5.0,10.0
213,15/01/11,Stoke,Bolton,2.0,0.0,H,2.1,3.25,3.75
214,15/01/11,West Brom,Blackpool,3.0,2.0,H,1.8,3.6,4.5
215,15/01/11,West Ham,Arsenal,0.0,3.0,A,6.0,4.0,1.57
216,15/01/11,Wigan,Fulham,1.0,1.0,D,2.5,3.25,2.88
217,16/01/11,Birmingham,Aston Villa,1.0,1.0,D,2.4,3.2,3.1
218,16/01/11,Liverpool,Everton,2.0,2.0,D,2.2,3.2,3.5
219,16/01/11,Sunderland,Newcastle,1.0,1.0,D,2.2,3.25,3.4
220,16/01/11,Tottenham,Man United,0.0,0.0,D,2.88,3.3,2.5
221,22/01/11,Arsenal,Wigan,3.0,0.0,H,1.2,6.5,15.0
222,22/01/11,Aston Villa,Man City,1.0,0.0,H,3.5,3.4,2.1
223,22/01/11,Blackpool,Sunderland,1.0,2.0,A,2.5,3.25,2.88
224,22/01/11,Everton,West Ham,2.0,2.0,D,1.5,4.0,7.5
225,22/01/11,Fulham,Stoke,2.0,0.0,H,2.2,3.2,3.5
226,22/01/11,Man United,Birmingham,5.0,0.0,H,1.2,6.5,15.0
227,22/01/11,Newcastle,Tottenham,1.0,1.0,D,3.5,3.4,2.1
228,22/01/11,Wolves,Liverpool,0.0,3.0,A,3.4,3.2,2.25
229,23/01/11,Blackburn,West Brom,2.0,0.0,H,2.25,3.3,3.25
230,24/01/11,Bolton,Chelsea,0.0,4.0,A,6.0,3.75,1.62
231,25/01/11,Blackpool,Man United,2.0,3.0,A,8.0,5.0,1.36
232,25/01/11,Wigan,Aston Villa,1.0,2.0,A,3.2,3.25,2.3
233,26/01/11,Liverpool,Fulham,1.0,0.0,H,1.53,3.8,7.0
234,01/02/11,Arsenal,Everton,2.0,1.0,H,1.4,4.5,8.5
235,01/02/11,Man United,Aston Villa,3.0,1.0,H,1.33,5.0,9.5
236,01/02/11,Sunderland,Chelsea,2.0,4.0,A,5.5,3.6,1.67
237,01/02/11,West Brom,Wigan,2.0,2.0,D,1.73,3.6,5.0
238,02/02/11,Birmingham,Man City,2.0,2.0,D,4.5,3.5,1.83
239,02/02/11,Blackburn,Tottenham,0.0,1.0,A,3.25,3.4,2.2
240,02/02/11,Blackpool,West Ham,1.0,3.0,A,2.38,3.3,3.0
241,02/02/11,Bolton,Wolves,1.0,0.0,H,1.83,3.5,4.5
242,02/02/11,Fulham,Newcastle,1.0,0.0,H,2.1,3.3,3.6
243,02/02/11,Liverpool,Stoke,2.0,0.0,H,1.62,3.75,6.0
244,05/02/11,Aston Villa,Fulham,2.0,2.0,D,1.91,3.4,4.2
245,05/02/11,Everton,Blackpool,5.0,3.0,H,1.44,4.5,7.0
246,05/02/11,Man City,West Brom,3.0,0.0,H,1.4,4.5,8.5
247,05/02/11,Newcastle,Arsenal,4.0,4.0,D,5.0,4.0,1.67
248,05/02/11,Stoke,Sunderland,3.0,2.0,H,2.1,3.2,3.75
249,05/02/11,Tottenham,Bolton,2.0,1.0,H,1.57,4.0,6.0
250,05/02/11,Wigan,Blackburn,4.0,3.0,H,2.5,3.25,2.9
251,05/02/11,Wolves,Man United,2.0,1.0,H,8.5,4.5,1.4
252,06/02/11,Chelsea,Liverpool,0.0,1.0,A,1.62,4.0,5.5
253,06/02/11,West Ham,Birmingham,0.0,1.0,A,2.0,3.5,3.75
254,12/02/11,Arsenal,Wolves,2.0,0.0,H,1.22,6.0,15.0
255,12/02/11,Birmingham,Stoke,1.0,0.0,H,2.5,3.2,2.9
256,12/02/11,Blackburn,Newcastle,0.0,0.0,D,2.1,3.4,3.5
257,12/02/11,Blackpool,Aston Villa,1.0,1.0,D,3.25,3.4,2.2
258,12/02/11,Liverpool,Wigan,1.0,1.0,D,1.36,4.75,9.0
259,12/02/11,Man United,Man City,2.0,1.0,H,1.73,3.6,5.0
260,12/02/11,Sunderland,Tottenham,1.0,2.0,A,2.75,3.25,2.6
261,12/02/11,West Brom,West Ham,3.0,3.0,D,1.91,3.6,4.0
262,13/02/11,Bolton,Everton,2.0,0.0,H,2.75,3.25,2.6
263,14/02/11,Fulham,Chelsea,0.0,0.0,D,5.0,3.6,1.73
264,15/02/11,Birmingham,Newcastle,0.0,2.0,A,2.6,3.2,2.8
265,20/02/11,West Brom,Wolves,1.0,1.0,D,1.85,3.4,4.5
266,22/02/11,Blackpool,Tottenham,3.0,1.0,H,4.0,3.6,1.91
267,23/02/11,Arsenal,Stoke,1.0,0.0,H,1.3,5.25,10.0
268,26/02/11,Aston Villa,Blackburn,4.0,1.0,H,1.73,3.6,5.0
269,26/02/11,Everton,Sunderland,2.0,0.0,H,1.73,3.6,5.0
270,26/02/11,Newcastle,Bolton,1.0,1.0,D,2.1,3.25,3.75
271,26/02/11,Wigan,Man United,0.0,4.0,A,6.5,4.0,1.53
272,26/02/11,Wolves,Blackpool,4.0,0.0,H,1.83,3.6,4.33
273,27/02/11,Man City,Fulham,1.0,1.0,D,1.5,4.0,7.5
274,27/02/11,West Ham,Liverpool,3.0,1.0,H,3.4,3.3,2.2
275,28/02/11,Stoke,West Brom,1.0,1.0,D,1.91,3.4,4.2
276,01/03/11,Chelsea,Man United,2.0,1.0,H,2.2,3.2,3.6
277,05/03/11,Arsenal,Sunderland,0.0,0.0,D,1.44,4.33,7.5
278,05/03/11,Birmingham,West Brom,1.0,3.0,A,2.38,3.2,3.1
279,05/03/11,Bolton,Aston Villa,3.0,2.0,H,2.25,3.4,3.2
280,05/03/11,Fulham,Blackburn,3.0,2.0,H,1.73,3.6,5.0
281,05/03/11,Man City,Wigan,1.0,0.0,H,1.36,4.75,9.0
282,05/03/11,Newcastle,Everton,1.0,2.0,A,2.6,3.2,2.8
283,05/03/11,West Ham,Stoke,3.0,0.0,H,2.25,3.3,3.25
284,06/03/11,Liverpool,Man United,3.0,1.0,H,2.8,3.2,2.6
285,06/03/11,Wolves,Tottenham,3.0,3.0,D,3.0,3.3,2.38
286,07/03/11,Blackpool,Chelsea,1.0,3.0,A,10.0,5.5,1.3
287,09/03/11,Everton,Birmingham,1.0,1.0,D,1.53,4.0,6.5
288,19/03/11,Aston Villa,Wolves,0.0,1.0,A,1.83,3.5,4.5
289,19/03/11,Blackburn,Blackpool,2.0,2.0,D,1.8,3.6,4.5
290,19/03/11,Everton,Fulham,2.0,1.0,H,2.0,3.25,4.0
291,19/03/11,Man United,Bolton,1.0,0.0,H,1.36,4.75,9.0
292,19/03/11,Stoke,Newcastle,4.0,0.0,H,2.2,3.25,3.4
293,19/03/11,Tottenham,West Ham,0.0,0.0,D,1.57,4.0,6.0
294,19/03/11,West Brom,Arsenal,2.0,2.0,D,5.0,3.6,1.73
295,19/03/11,Wigan,Birmingham,2.0,1.0,H,2.1,3.3,3.6
296,20/03/11,Chelsea,Man City,2.0,0.0,H,1.62,3.75,6.0
297,20/03/11,Sunderland,Liverpool,0.0,2.0,A,2.63,3.2,2.75
298,02/04/11,Arsenal,Blackburn,0.0,0.0,D,1.25,6.0,11.0
299,02/04/11,Birmingham,Bolton,2.0,1.0,H,2.5,3.25,2.88
300,02/04/11,Everton,Aston Villa,2.0,2.0,D,1.83,3.6,4.33
301,02/04/11,Newcastle,Wolves,4.0,1.0,H,1.95,3.4,4.0
302,02/04/11,Stoke,Chelsea,1.0,1.0,D,5.5,3.6,1.67
303,02/04/11,West Brom,Liverpool,2.0,1.0,H,3.0,3.3,2.38
304,02/04/11,West Ham,Man United,2.0,4.0,A,4.5,3.6,1.8
305,02/04/11,Wigan,Tottenham,0.0,0.0,D,3.0,3.25,2.4
306,03/04/11,Fulham,Blackpool,3.0,0.0,H,1.53,4.2,6.0
307,03/04/11,Man City,Sunderland,5.0,0.0,H,1.5,4.0,7.0
308,09/04/11,Blackburn,Birmingham,1.0,1.0,D,2.0,3.3,4.0
309,09/04/11,Bolton,West Ham,3.0,0.0,H,2.2,3.25,3.4
310,09/04/11,Chelsea,Wigan,1.0,0.0,H,1.2,6.0,17.0
311,09/04/11,Man United,Fulham,2.0,0.0,H,1.44,4.33,7.5
312,09/04/11,Sunderland,West Brom,2.0,3.0,A,2.2,3.2,3.5
313,09/04/11,Tottenham,Stoke,3.0,2.0,H,1.73,3.6,5.0
314,09/04/11,Wolves,Everton,0.0,3.0,A,2.6,3.25,2.8
315,10/04/11,Aston Villa,Newcastle,1.0,0.0,H,1.83,3.6,4.33
316,10/04/11,Blackpool,Arsenal,1.0,3.0,A,8.5,5.0,1.36
317,11/04/11,Liverpool,Man City,3.0,0.0,H,2.6,3.2,2.8
318,16/04/11,Birmingham,Sunderland,2.0,0.0,H,2.25,3.2,3.4
319,16/04/11,Blackpool,Wigan,1.0,3.0,A,2.3,3.5,3.0
320,16/04/11,Everton,Blackburn,2.0,0.0,H,1.67,3.75,5.5
321,16/04/11,West Brom,Chelsea,1.0,3.0,A,5.5,3.6,1.7
322,16/04/11,West Ham,Aston Villa,1.0,2.0,A,2.25,3.3,3.25
323,17/04/11,Arsenal,Liverpool,1.0,1.0,D,1.73,3.6,5.0
324,19/04/11,Newcastle,Man United,0.0,0.0,D,5.5,3.6,1.67
325,20/04/11,Chelsea,Birmingham,3.0,1.0,H,1.2,6.5,15.0
326,20/04/11,Tottenham,Arsenal,3.0,3.0,D,2.88,3.4,2.4
327,23/04/11,Aston Villa,Stoke,1.0,1.0,D,1.8,3.6,4.5
328,23/04/11,Blackpool,Newcastle,1.0,1.0,D,2.88,3.5,2.38
329,23/04/11,Chelsea,West Ham,3.0,0.0,H,1.2,6.5,15.0
330,23/04/11,Liverpool,Birmingham,5.0,0.0,H,1.44,4.33,7.5
331,23/04/11,Man United,Everton,1.0,0.0,H,1.44,4.33,7.5
332,23/04/11,Sunderland,Wigan,4.0,2.0,H,2.1,3.25,3.75
333,23/04/11,Tottenham,West Brom,2.0,2.0,D,1.57,4.0,6.0
334,23/04/11,Wolves,Fulham,1.0,1.0,D,2.5,3.25,2.88
335,24/04/11,Bolton,Arsenal,2.0,1.0,H,4.5,3.8,1.75
336,25/04/11,Blackburn,Man City,0.0,1.0,A,3.6,3.3,2.1
337,26/04/11,Stoke,Wolves,3.0,0.0,H,1.8,3.4,5.0
338,27/04/11,Fulham,Bolton,3.0,0.0,H,1.8,3.5,4.75
339,30/04/11,Blackburn,Bolton,1.0,0.0,H,1.91,3.5,4.0
340,30/04/11,Blackpool,Stoke,0.0,0.0,D,2.63,3.4,2.63
341,30/04/11,Chelsea,Tottenham,2.0,1.0,H,1.44,4.33,7.5
342,30/04/11,Sunderland,Fulham,0.0,3.0,A,2.6,3.2,2.8
343,30/04/11,West Brom,Aston Villa,2.0,1.0,H,2.38,3.3,3.0
344,30/04/11,Wigan,Everton,1.0,1.0,D,2.8,3.25,2.6
345,01/05/11,Arsenal,Man United,1.0,0.0,H,2.5,3.25,2.88
346,01/05/11,Birmingham,Wolves,1.0,1.0,D,2.1,3.3,3.6
347,01/05/11,Liverpool,Newcastle,3.0,0.0,H,1.44,4.33,7.5
348,01/05/11,Man City,West Ham,2.0,1.0,H,1.4,4.5,9.0
349,07/05/11,Aston Villa,Wigan,1.0,1.0,D,1.8,3.6,4.5
350,07/05/11,Bolton,Sunderland,1.0,2.0,A,1.83,3.5,4.5
351,07/05/11,Everton,Man City,2.0,1.0,H,2.7,3.2,2.7
352,07/05/11,Newcastle,Birmingham,2.0,1.0,H,1.91,3.4,4.2
353,07/05/11,Tottenham,Blackpool,1.0,1.0,D,1.3,5.5,10.0
354,07/05/11,West Ham,Blackburn,1.0,1.0,D,1.95,3.6,3.8
355,08/05/11,Man United,Chelsea,2.0,1.0,H,2.38,3.25,3.1
356,08/05/11,Stoke,Arsenal,3.0,1.0,H,5.5,3.75,1.67
357,08/05/11,Wolves,West Brom,3.0,1.0,H,2.1,3.4,3.5
358,09/05/11,Fulham,Liverpool,2.0,5.0,A,2.88,3.25,2.5
359,10/05/11,Man City,Tottenham,1.0,0.0,H,1.91,3.4,4.2
360,14/05/11,Blackburn,Man United,1.0,1.0,D,5.0,3.6,1.73
361,14/05/11,Blackpool,Bolton,4.0,3.0,H,2.2,3.4,3.25
362,14/05/11,Sunderland,Wolves,1.0,3.0,A,2.5,3.25,2.88
363,14/05/11,West Brom,Everton,1.0,0.0,H,2.63,3.25,2.75
364,15/05/11,Arsenal,Aston Villa,1.0,2.0,A,1.36,5.0,8.5
365,15/05/11,Birmingham,Fulham,0.0,2.0,A,2.2,3.25,3.4
366,15/05/11,Chelsea,Newcastle,2.0,2.0,D,1.25,6.0,11.0
367,15/05/11,Liverpool,Tottenham,0.0,2.0,A,1.73,3.8,4.75
368,15/05/11,Wigan,West Ham,3.0,2.0,H,2.1,3.4,3.5
369,17/05/11,Man City,Stoke,3.0,0.0,H,1.36,4.75,9.0
370,22/05/11,Aston Villa,Liverpool,1.0,0.0,H,3.2,3.4,2.25
371,22/05/11,Bolton,Man City,0.0,2.0,A,5.0,3.75,1.7
372,22/05/11,Everton,Chelsea,1.0,0.0,H,3.1,3.25,2.38
373,22/05/11,Fulham,Arsenal,2.0,2.0,D,3.75,3.6,1.95
374,22/05/11,Man United,Blackpool,4.0,2.0,H,1.6,4.0,5.5
375,22/05/11,Newcastle,West Brom,3.0,3.0,D,2.0,3.5,3.75
376,22/05/11,Stoke,Wigan,0.0,1.0,A,2.75,3.6,2.4
377,22/05/11,Tottenham,Birmingham,2.0,1.0,H,1.53,4.0,6.5
378,22/05/11,West Ham,Sunderland,0.0,3.0,A,2.0,3.5,3.75
379,22/05/11,Wolves,Blackburn,2.0,3.0,A,2.2,3.0,3.75
0,16/08/08,Arsenal,West Brom,1.0,0.0,H,1.2,6.5,15.0
1,16/08/08,Bolton,Stoke,3.0,1.0,H,1.83,3.5,4.5
2,16/08/08,Everton,Blackburn,2.0,3.0,A,2.0,3.3,4.0
3,16/08/08,Hull,Fulham,2.0,1.0,H,2.6,3.2,2.8
4,16/08/08,Middlesbrough,Tottenham,2.0,1.0,H,3.2,3.4,2.25
5,16/08/08,Sunderland,Liverpool,0.0,1.0,A,5.5,3.6,1.67
6,16/08/08,West Ham,Wigan,2.0,1.0,H,1.91,3.4,4.2
7,17/08/08,Aston Villa,Man City,4.0,2.0,H,1.91,3.4,4.33
8,17/08/08,Chelsea,Portsmouth,4.0,0.0,H,1.33,5.0,10.0
9,17/08/08,Man United,Newcastle,1.0,1.0,D,1.29,5.5,11.0
10,23/08/08,Blackburn,Hull,1.0,1.0,D,1.57,3.75,7.0
11,23/08/08,Fulham,Arsenal,1.0,0.0,H,6.5,3.75,1.57
12,23/08/08,Liverpool,Middlesbrough,2.0,1.0,H,1.36,4.5,10.0
13,23/08/08,Newcastle,Bolton,1.0,0.0,H,1.8,3.5,4.75
14,23/08/08,Stoke,Aston Villa,3.0,2.0,H,5.0,3.6,1.73
15,23/08/08,Tottenham,Sunderland,1.0,2.0,A,1.5,4.0,7.0
16,23/08/08,West Brom,Everton,1.0,2.0,A,2.88,3.25,2.5
17,24/08/08,Man City,West Ham,3.0,0.0,H,2.3,3.25,3.2
18,24/08/08,Wigan,Chelsea,0.0,1.0,A,8.5,4.5,1.4
19,25/08/08,Portsmouth,Man United,0.0,1.0,A,4.8,3.4,1.8
20,30/08/08,Arsenal,Newcastle,3.0,0.0,H,1.44,4.0,9.0
21,30/08/08,Bolton,West Brom,0.0,0.0,D,1.83,3.5,4.5
22,30/08/08,Everton,Portsmouth,0.0,3.0,A,2.1,3.3,3.75
23,30/08/08,Hull,Wigan,0.0,5.0,A,2.5,3.25,2.88
24,30/08/08,Middlesbrough,Stoke,2.0,1.0,H,1.57,3.6,7.0
25,30/08/08,West Ham,Blackburn,4.0,1.0,H,2.5,3.25,2.88
26,31/08/08,Aston Villa,Liverpool,0.0,0.0,D,3.0,3.25,2.4
27,31/08/08,Chelsea,Tottenham,1.0,1.0,D,1.4,4.33,9.0
28,31/08/08,Sunderland,Man City,0.0,3.0,A,2.2,3.3,3.4
29,13/09/08,Blackburn,Arsenal,0.0,4.0,A,4.5,3.5,1.83
30,13/09/08,Fulham,Bolton,2.0,1.0,H,2.25,3.3,3.3
31,13/09/08,Liverpool,Man United,2.0,1.0,H,3.0,3.0,2.6
32,13/09/08,Man City,Chelsea,1.0,3.0,A,4.33,3.3,1.91
33,13/09/08,Newcastle,Hull,1.0,2.0,A,1.62,3.75,5.75
34,13/09/08,Portsmouth,Middlesbrough,2.0,1.0,H,2.0,3.5,3.75
35,13/09/08,West Brom,West Ham,3.0,2.0,H,2.4,3.25,3.0
36,13/09/08,Wigan,Sunderland,1.0,1.0,D,2.05,3.3,4.0
37,14/09/08,Stoke,Everton,2.0,3.0,A,3.4,3.4,2.2
38,15/09/08,Tottenham,Aston Villa,1.0,2.0,A,2.1,3.3,3.6
39,20/09/08,Blackburn,Fulham,1.0,0.0,H,2.1,3.3,3.6
40,20/09/08,Bolton,Arsenal,1.0,3.0,A,6.5,3.75,1.57
41,20/09/08,Liverpool,Stoke,0.0,0.0,D,1.2,6.5,15.0
42,20/09/08,Sunderland,Middlesbrough,2.0,0.0,H,2.38,3.1,3.2
43,20/09/08,West Ham,Newcastle,3.0,1.0,H,2.1,3.3,3.6
44,21/09/08,Chelsea,Man United,1.0,1.0,D,2.2,3.1,3.6
45,21/09/08,Hull,Everton,2.0,2.0,D,3.1,3.4,2.3
46,21/09/08,Man City,Portsmouth,6.0,0.0,H,2.0,3.3,4.0
47,21/09/08,Tottenham,Wigan,0.0,0.0,D,1.73,3.6,5.0
48,21/09/08,West Brom,Aston Villa,1.0,2.0,A,3.25,3.3,2.25
49,27/09/08,Arsenal,Hull,1.0,2.0,A,1.2,6.0,17.0
50,27/09/08,Aston Villa,Sunderland,2.0,1.0,H,1.57,3.75,6.5
51,27/09/08,Everton,Liverpool,0.0,2.0,A,3.75,3.25,2.1
52,27/09/08,Fulham,West Ham,1.0,2.0,A,2.3,3.25,3.2
53,27/09/08,Man United,Bolton,2.0,0.0,H,1.22,6.0,15.0
54,27/09/08,Middlesbrough,West Brom,0.0,1.0,A,1.8,3.4,5.0
55,27/09/08,Newcastle,Blackburn,1.0,2.0,A,2.6,3.3,2.75
56,27/09/08,Stoke,Chelsea,0.0,2.0,A,9.0,4.75,1.36
57,28/09/08,Portsmouth,Tottenham,2.0,0.0,H,2.5,3.25,3.0
58,28/09/08,Wigan,Man City,2.0,1.0,H,3.0,3.3,2.38
59,04/10/08,Blackburn,Man United,0.0,2.0,A,6.0,3.75,1.62
60,04/10/08,Sunderland,Arsenal,1.0,1.0,D,6.0,3.75,1.62
61,04/10/08,West Brom,Fulham,1.0,0.0,H,2.25,3.25,3.25
62,04/10/08,Wigan,Middlesbrough,0.0,1.0,A,2.1,3.3,3.6
63,05/10/08,Chelsea,Aston Villa,2.0,0.0,H,1.5,4.0,7.0
64,05/10/08,Everton,Newcastle,2.0,2.0,D,1.73,3.6,5.0
65,05/10/08,Man City,Liverpool,2.0,3.0,A,3.2,3.3,2.25
66,05/10/08,Portsmouth,Stoke,2.0,1.0,H,1.67,3.4,6.0
67,05/10/08,Tottenham,Hull,0.0,1.0,A,1.73,3.75,4.75
68,05/10/08,West Ham,Bolton,1.0,3.0,A,1.83,3.4,4.75
69,18/10/08,Arsenal,Everton,3.0,1.0,H,1.36,4.5,10.0
70,18/10/08,Aston Villa,Portsmouth,0.0,0.0,D,1.83,3.25,5.0
71,18/10/08,Bolton,Blackburn,0.0,0.0,D,2.4,3.25,3.0
72,18/10/08,Fulham,Sunderland,0.0,0.0,D,2.25,3.25,3.3
73,18/10/08,Liverpool,Wigan,3.0,2.0,H,1.4,4.33,9.0
74,18/10/08,Man United,West Brom,4.0,0.0,H,1.2,6.5,15.0
75,18/10/08,Middlesbrough,Chelsea,0.0,5.0,A,6.0,3.7,1.62
76,19/10/08,Hull,West Ham,1.0,0.0,H,2.62,3.25,2.75
77,19/10/08,Stoke,Tottenham,2.0,1.0,H,3.25,3.3,2.25
78,20/10/08,Newcastle,Man City,2.0,2.0,D,3.0,3.25,2.4
79,25/10/08,Blackburn,Middlesbrough,1.0,1.0,D,2.1,3.25,3.75
80,25/10/08,Everton,Man United,1.0,1.0,D,7.5,4.0,1.5
81,25/10/08,Sunderland,Newcastle,2.0,1.0,H,2.2,3.3,3.4
82,25/10/08,West Brom,Hull,0.0,3.0,A,2.2,3.3,3.4
83,26/10/08,Chelsea,Liverpool,0.0,1.0,A,1.91,3.25,4.5
84,26/10/08,Man City,Stoke,3.0,0.0,H,1.44,4.33,7.5
85,26/10/08,Portsmouth,Fulham,1.0,1.0,D,1.83,3.5,4.5
86,26/10/08,Tottenham,Bolton,2.0,0.0,H,2.05,3.3,4.0
87,26/10/08,West Ham,Arsenal,0.0,2.0,A,6.0,3.75,1.62
88,26/10/08,Wigan,Aston Villa,0.0,4.0,A,2.6,3.3,2.75
89,28/10/08,Newcastle,West Brom,2.0,1.0,H,1.83,3.5,4.5
90,29/10/08,Arsenal,Tottenham,4.0,4.0,D,1.44,4.5,7.5
91,29/10/08,Aston Villa,Blackburn,3.0,2.0,H,1.67,3.75,5.5
92,29/10/08,Bolton,Everton,0.0,1.0,A,2.6,3.3,2.75
93,29/10/08,Fulham,Wigan,2.0,0.0,H,2.38,3.3,3.0
94,29/10/08,Hull,Chelsea,0.0,3.0,A,8.0,4.33,1.44
95,29/10/08,Liverpool,Portsmouth,1.0,0.0,H,1.33,5.0,10.0
96,29/10/08,Man United,West Ham,2.0,0.0,H,1.2,6.0,19.0
97,29/10/08,Middlesbrough,Man City,2.0,0.0,H,2.88,3.3,2.5
98,29/10/08,Stoke,Sunderland,1.0,0.0,H,2.6,3.3,2.75
99,01/11/08,Chelsea,Sunderland,5.0,0.0,H,1.17,6.5,21.0
100,01/11/08,Everton,Fulham,1.0,0.0,H,1.67,3.75,5.5
101,01/11/08,Man United,Hull,4.0,3.0,H,1.17,7.0,17.0
102,01/11/08,Middlesbrough,West Ham,1.0,1.0,D,2.0,3.3,4.0
103,01/11/08,Portsmouth,Wigan,1.0,2.0,A,1.91,3.4,4.2
104,01/11/08,Stoke,Arsenal,2.0,1.0,H,8.0,4.5,1.4
105,01/11/08,Tottenham,Liverpool,2.0,1.0,H,3.5,3.3,2.1
106,01/11/08,West Brom,Blackburn,2.0,2.0,D,2.5,3.3,2.88
107,02/11/08,Bolton,Man City,2.0,0.0,H,3.0,3.3,2.38
108,03/11/08,Newcastle,Aston Villa,2.0,0.0,H,3.0,3.3,2.38
109,08/11/08,Arsenal,Man United,2.0,1.0,H,3.25,3.25,2.3
110,08/11/08,Hull,Bolton,0.0,1.0,A,2.25,3.25,3.4
111,08/11/08,Liverpool,West Brom,3.0,0.0,H,1.2,6.0,19.0
112,08/11/08,Sunderland,Portsmouth,1.0,2.0,A,2.38,3.3,3.0
113,08/11/08,West Ham,Everton,1.0,3.0,A,2.6,3.25,2.8
114,08/11/08,Wigan,Stoke,0.0,0.0,D,1.8,3.4,5.0
115,09/11/08,Aston Villa,Middlesbrough,1.0,2.0,A,1.7,3.8,5.0
116,09/11/08,Blackburn,Chelsea,0.0,2.0,A,8.0,4.33,1.44
117,09/11/08,Fulham,Newcastle,2.0,1.0,H,2.38,3.25,3.1
118,09/11/08,Man City,Tottenham,1.0,2.0,A,2.25,3.3,3.3
119,15/11/08,Arsenal,Aston Villa,0.0,2.0,A,1.5,4.0,7.0
120,15/11/08,Blackburn,Sunderland,1.0,2.0,A,2.0,3.4,3.8
121,15/11/08,Bolton,Liverpool,0.0,2.0,A,6.0,3.75,1.62
122,15/11/08,Fulham,Tottenham,2.0,1.0,H,3.3,3.3,2.25
123,15/11/08,Man United,Stoke,5.0,0.0,H,1.14,7.5,23.0
124,15/11/08,Newcastle,Wigan,2.0,2.0,D,2.1,3.3,3.6
125,15/11/08,West Brom,Chelsea,0.0,3.0,A,12.0,5.0,1.3
126,15/11/08,West Ham,Portsmouth,0.0,0.0,D,2.5,3.25,2.88
127,16/11/08,Everton,Middlesbrough,1.0,1.0,D,1.83,3.5,4.5
128,16/11/08,Hull,Man City,2.0,2.0,D,2.88,3.25,2.5
129,22/11/08,Aston Villa,Man United,0.0,0.0,D,5.0,3.6,1.73
130,22/11/08,Chelsea,Newcastle,0.0,0.0,D,1.2,6.0,19.0
131,22/11/08,Liverpool,Fulham,0.0,0.0,D,1.25,5.5,15.0
132,22/11/08,Man City,Arsenal,3.0,0.0,H,3.25,3.4,2.2
133,22/11/08,Middlesbrough,Bolton,1.0,3.0,A,1.91,3.4,4.33
134,22/11/08,Portsmouth,Hull,2.0,2.0,D,1.8,3.6,4.5
135,22/11/08,Stoke,West Brom,1.0,0.0,H,2.2,3.3,3.4
136,23/11/08,Sunderland,West Ham,0.0,1.0,A,2.1,3.4,3.5
137,23/11/08,Tottenham,Blackburn,1.0,0.0,H,1.73,3.75,4.75
138,24/11/08,Wigan,Everton,1.0,0.0,H,2.5,3.3,2.88
139,29/11/08,Aston Villa,Fulham,0.0,0.0,D,1.57,3.8,6.5
140,29/11/08,Middlesbrough,Newcastle,0.0,0.0,D,2.2,3.3,3.4
141,29/11/08,Stoke,Hull,1.0,1.0,D,2.4,3.4,2.88
142,29/11/08,Sunderland,Bolton,1.0,4.0,A,2.25,3.3,3.3
143,29/11/08,Wigan,West Brom,2.0,1.0,H,1.73,3.6,5.0
144,30/11/08,Chelsea,Arsenal,1.0,2.0,A,1.8,3.4,5.0
145,30/11/08,Man City,Man United,0.0,1.0,A,4.33,3.6,1.83
146,30/11/08,Portsmouth,Blackburn,3.0,2.0,H,2.1,3.3,3.6
147,30/11/08,Tottenham,Everton,0.0,1.0,A,1.91,3.5,4.0
148,01/12/08,Liverpool,West Ham,0.0,0.0,D,1.3,5.0,12.0
149,06/12/08,Arsenal,Wigan,1.0,0.0,H,1.33,4.75,11.0
150,06/12/08,Blackburn,Liverpool,1.0,3.0,A,5.5,3.5,1.73
151,06/12/08,Bolton,Chelsea,0.0,2.0,A,7.0,3.8,1.53
152,06/12/08,Fulham,Man City,1.0,1.0,D,2.6,3.2,2.8
153,06/12/08,Hull,Middlesbrough,2.0,1.0,H,2.38,3.25,3.1
154,06/12/08,Man United,Sunderland,1.0,0.0,H,1.14,7.5,23.0
